,Message Body,Message Title,Sent On,NOTIFICATION,INCIDENT / CLERY 1,INCIDENT / CLERY 2,LOC_D,DES1_D,DES2_D,PV_D,PS_D,LOC_S,DES1_S,DES2_S,PV_S,PS_S,LOC_C,DES1_C,DES2_C,PV_C,PS_C,LOC_E,DES1_E,DES2_E,PV_E,PS_E
281,"Please note this message may contain information that some may find upsetting.
On 08-20-2023 13:45:00, a robbery occurred at Singletrack trail east of the Botanical Gardens, adjacent to the Upper Jordan Fire Trail.
On the above date and time, a mountain biker reported that while walking his bike up a trail in the area to the east of the UC Botanical Gardens, he was confronted by a 30-35 year- old white male suspect (5'10"" tall with a ""buzz"" cut), wearing black fleece hiking pants and a gray hiking shirt with two backpacks on. The suspect held out a small knife in his hand and attempted to take the victim's bike. The victim was able to safely flee the
Singletrack trail east of the Botanical Gardens, adjacent to the Upper Jordan Fire Trail - ",Violent Crime Reported - Please note this message may contain information that some may find upsetting.,"Aug 20, 2023 16:16:57 PDT",Timely Warning ,Robbery,None,,,,,,,,,,,Radius / Area,none,none,"Gender, No Race","Race, Gender",Radius / Area,Reconstructed Scenario,Memorable detail,"Gender, No Race","Race, Gender"
282,"Community Advisory: Safety Message - Welcome to the start of the 2023-2024 academic school year. This message is to provide you with info to help you stay safe. At the start of each school year, we typically see an increase in certain crimes. In addition, there are more activities, and consequently more reasons to stay vigilant.",Community Advisory - Please note this message may contain information that some may find upsetting.,"Aug 21, 2023 09:59:47 PDT",Community Advisory ,None,None,,,,,,,,,,,All campus,Safety Instructions / Tips,none,none,none,All campus,Safety Instructions / Tips,none,none,none
283,"Community Advisory: There is currently a test of the UC Berkeley Outdoor Early Warning System. Please do not be alarmed. This is only a test. The test is part of the campus emergency preparedness program and it will last less than a minute. The message on the system states, ""This is a test of the UC Berkeley Outdoor Early Warning System. This is only a test. This is a test of the UC Berkeley Outdoor Early Warning System. This is only a test. [10-second outdoor audible siren] That was a test of the UC Berkeley Outdoor Warning System. The test is now complete. Thank you."" Whenever the UC Berkeley Outdoor Early Warning System sounds, you should also receive a written message. If you would like to receive these messages",Community Advisory - Test of the UC Berkeley Outdoor Early Warning System,"Sep 06, 2023 12:00:00 PDT",Community Advisory ,Incident: Environmental / Weather,None,,,,,,,,,,,All campus,Safety Instructions / Tips,none,none,none,All campus,Safety Instructions / Tips,none,none,none
284,"Please note this message may contain information that some may find upsetting.
On 09-07-2023 12:17:00, a robbery occurred at Stuart Street & Hillegas Ave.
2 armed subjects robbed a victim of a wrist watch then fled in a white Infiniti sedan 
Stuart Street & Hillegas Ave",Stuart Street & Hillegas Ave - Violent Crime Reported - Please note this message may contain information that some may find upsetting.,"Sep 07, 2023 13:49:00 PDT",Timely Warning ,Robbery,None,,,,,,,,,,,Intersection,none,none,none,none,Intersection,Reconstructed Scenario,none,"No Race, Gender Neutral","No Race, Gender Neutral"
285,"Please note this message may contain information that some may find upsetting.
On 09-07-2023 12:31:00, a robbery occurred at 2543 Telegraph Ave.
5 armed subjects robbed victims of personal property then fled in a silver Kia Soul",2543 Telegraph Ave - Violent Crime Reported - Please note this message may contain information that some may find upsetting.,"Sep 07, 2023 13:54:42 PDT",Timely Warning ,Robbery,None,,,,,,,,,,,Address / Specific Named,none,none,none,none,Address / Specific Named,Reconstructed Scenario,none,"No Race, Gender Neutral","No Race, Gender Neutral"
286,"Please note this message may contain information that some may find upsetting.
Community Advisory: On 9/10/2023 at approximately 2040hrs a suspect brandished a pickaxe at several students in the area of College Ave and Haste St. The suspect appeared to be a white male and was wearing a dark clothing and a large black backpack. The suspect fled the area prior to police arrival.",Community Advisory - Please note this message may contain information that some may find upsetting.,"Sep 10, 2023 22:01:45 PDT",Community Advisory ,None,None,,,,,,,,,,,Radius / Area,none,none,none,"Race, Gender",Intersection,Reconstructed Scenario,none,"No Race, Gender Neutral","Race, Gender"
287,"Please note this message may contain information that some may find upsetting.
On 09-17-2023 03:00:00, a burglary occurred at 755 Ohlone Ave, Albany (University Village Albany).
Between 09/16/23 at around 2100 hours to 09/17/23 at 1000 hours, a burglary occurred at 755 Ohlone Ave, at the University Village in Albany. An unknown suspect(s) forced entry into a storage closet and stole grilling equipment. [UCPD Case #23- 02563]","Burglary at 755 Ohlone Ave, Albany (University Village Albany)","Sep 17, 2023 12:38:22 PDT",Timely Warning ,Burglary,None,,,,,,,,,,,Address / Specific Named,none,none,none,none,Address / Specific Named,Reconstructed Scenario,none,none,"No Race, Gender Neutral"
288,"Please note this message may contain information that some may find upsetting.
Community Advisory: There were several reports of Auto Burglaries at the Clark Kerr Campus southwest parking lot. Please remember to remove all valuables from unattended vehicles and to lock all vehicle doors & windows. Report any suspicious activity to local police.",Community Advisory - Please note this message may contain information that some may find upsetting.,"Sep 18, 2023 23:11:22 PDT",Community Advisory ,Motor Vehicle Theft,None,,,,,,,,,,,Address / Specific Named,Safety Instructions / Tips,none,none,none,Address / Specific Named,Safety Instructions / Tips,none,none,none
289,"Please note this message may contain information that some may find upsetting.
Community Advisory: With the start of the Fall semester, we are once again seeing an increase in the theft of electric scooters on and near campus. Scooters are considered motor vehicles and need to be secured to prevent theft.
Here are some precautions you can take to deter theft: -Always lock up your scooter.
-Use a high quality U-lock affixed between the scooter stem and the deck to secure the frame to the bike rack. -Leave your scooter in a visible, well-lighted area. -When possible, do not leave scooters out overnight or for extended periods.",Community Advisory - Please note this message may contain information that some may find upsetting.,"Sep 20, 2023 13:29:05 PDT",Community Advisory ,Motor Vehicle Theft,None,,,,,,,,,,,All campus,Safety Instructions / Tips,none,none,none,All campus,Safety Instructions / Tips,none,none,none
290,"Please note this message may contain information that some may find upsetting.
On 09-20-2023 14:00:00, a burglary occurred at University Village Albany (Monroe St).
Pry marks were located at a UVA residence near Monroe St. Suspect(s) attempted to make entry in the front and back of the residence. Burglary attempt occurred between 2pm - 7pm. Suspect(s) were not identified and are still outstanding. This case in under investigation.","Burglary at University
Village Albany (Monroe St)","Sep 20, 2023 19:09:35 PDT",Timely Warning ,Burglary,None,,,,,,,,,,,Address / Specific Named,none,none,none,none,Radius / Area,none,none,none,"No Race, Gender Neutral"
291,"Please note this message may contain information that some may find upsetting.
On 09-21-2023 06:00:00, a robbery occurred at 2468 Telegraph Ave, Berkeley.
On 9/21/23 at approximately 0600 hrs, a robbery via gun occurred in front of 2468 Telegraph Ave. The suspects approached the victim armed with an AR-15 type weapon and stole the victim's wallet and phone. There were three suspects who left N/B Telegraph Ave in a Lexus SUV style vehicle.
If you have any information contact Berkeley Police Dept Case #23-46376.","2468 Telegraph Ave, Berkeley - Violent Crime Reported - Please note this message may contain information that some may find upsetting.","Sep 21, 2023 06:22:09 PDT",Timely Warning ,Robbery,None,,,,,,,,,,,Address / Specific Named,none,none,none,none,Address / Specific Named,Reconstructed Scenario,Memorable detail,"No Race, Gender Neutral","No Race, Gender Neutral"
292,"UC Berkeley WarnMe: AVOID THE AREA of EASTSHORE BETWEEN BUCHANAN AND HARRISON until further notice . Police are responding to an active crime scene.
UNIVERSITY VILLAGE RESIDENTS - AVOID THE AREA DUE TO POLICE ACTIVITY","UC Berkeley WarnMe: AVOID THE AREA of EASTSHORE BETWEEN BUCHANAN AND HARRISON - POLICE ACTIVITY 09-21- 202311:42:0
","Sep 21, 2023 11:42:03 PDT",Emergency Notification,Incident: Police Activity,None,,,,,,,,,,,Radius / Area,Safety Instructions / Tips,none,none,none,Intersection,none,none,none,none
293,"UC Berkeley WarnMe: ** UPDATE FOR EASTSHORE BETWEEN BUCHANAN AND HARRISON. NO ACTIVE THREAT AT THIS TIME, CONTINUE TO AVOID THE AREA DUE TO POLICE ACTIVITY",UC Berkeley WarnMe: UPDATE - EASTSHORE BETWEEN BUCHANAN AND HARRISON,"Sep 21, 2023 15:37:22 PDT",All Clear,Incident: Police Activity,None,,,,,,,,,,,Radius / Area,Safety Instructions / Tips,none,none,none,Intersection,none,none,none,none
294,"Please note this message may contain information that some may find upsetting.
On 09-21-2023 11:31:00, a burglary occurred at 1050 San Pablo Ave.
A Burglary was reported at
the Gill Tract Community Farm in Albany, CA",Burglary at 1050 San Pablo Ave,"Sep 21, 2023 18:10:49 PDT",Timely Warning ,Burglary,None,,,,,,,,,,,Address / Specific Named,none,none,none,none,Address / Specific Named,none,none,none,none
295,"UC Berkeley WarnMe:
Update for AVOID THE AREA of UPDATE - EASTSHORE BETWEEN BUCHANAN AND HARRISON - POLICE ACTIVITY. ** UPDATE ** AREA CLEAR, AND REOPENED. 09-22-202300:53:38.","UC Berkeley WarnMe:
Update for AVOID THE AREA of UPDATE - EASTSHORE BETWEEN BUCHANAN AND HARRISON - POLICE ACTIVITY 09-22-202300:53:38.","Sep 22, 2023 00:53:38 PDT",All Clear,Incident: Police Activity,None,,,,,,,,,,,Radius / Area,Safety Instructions / Tips,none,none,none,Intersection,none,none,none,none
296,"Please note this message may contain information that some may find upsetting.
On 09-23-2023 16:20:00, a robbery occurred at 2500 Block of Warring St, Berkeley.
On 09/23/23, at about 1620 hours, an armed robbery occurred along the 2500 block of Warring St, in Berkeley. At least one suspect approached the victim on the sidewalk while armed with a gun and stole her tote bag. The suspect fled the area in a dark gray vehicle. Case under investigation. [BPD case 23- 46738].","2500 Block of Warring St, Berkeley - Violent Crime Reported - Please note this message may contain information that some may find upsetting.","Sep 23, 2023 17:21:41 PDT",Timely Warning ,Robbery,None,,,,,,,,,,,Block,none,none,"Gender, No Race",none,Block,Reconstructed Scenario,none,"Gender, No Race","No Race, Gender Neutral"
297,"Please note this message may contain information that some may find upsetting.
On 09-22-2023 23:15:00, a robbery occurred at 2400 block of Channing Way.
An attempted Robbery took place in the City of Berkeley in the 2400 block of Channing Way. Refer to BPD case #23-4668.",2400 block of Channing Way - Violent Crime Reported - Please note this message may contain information that some may find upsetting.,"Sep 23, 2023 00:46:01 PDT",Timely Warning ,Robbery,None,,,,,,,,,,,Block,none,none,none,none,Block,none,none,none,none
298,"Please note this message may contain information that some may find upsetting. On 09-29-2023 14:30:00, a robbery occurred at 2301 Bancroft Way.
A strong armed robbery occurred on the sidewalk, just west of Recreational Sports Facility, city of Berkeley property. A UC Berkeley student's property was forcefully taken from him and a small altercation ensued where the UC student was able to gain back possession of his property. The suspect ran westbound towards Shattuck Avenue. The suspect is still outstanding. This case is under investigation.",2301 Bancroft Way - Violent Crime Reported - Please note this message may contain information that some may find upsetting.,"Sep 29, 2023 15:42:58 PDT",Timely Warning ,Robbery,None,,,,,,,,,,,Address / Specific Named,none,none,"Gender, No Race",none,Address / Specific Named,Reconstructed Scenario,none,"Gender, No Race","No Race, Gender Neutral"
299,"Community Advisory: There is currently a test of the UC Berkeley Outdoor Early Warning System. Please do not be alarmed. This is only a test. The test is part of the campus emergency preparedness program and it will last less than a minute. The message on the system states, ""This is a test of the UC Berkeley Outdoor Early Warning System. This is only a test. This is a test of the UC Berkeley Outdoor Early Warning System. This is only a test. [10-second outdoor audible siren] That was a test of the UC Berkeley Outdoor Warning System. The test is now complete. Thank you.""
Whenever the UC Berkeley Outdoor Early Warning System sounds, you should also receive a written message. If you would like to receive these messages",Community Advisory - Test of the UC Berkeley Outdoor Early Warning System,"Oct 04, 2023 12:00:00 PDT",Community Advisory ,Incident: Environmental / Weather,None,,,,,,,,,,,All campus,Safety Instructions / Tips,none,none,none,All campus,Safety Instructions / Tips,none,none,none
